Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
BAD AZZ BURRITO,"Average ""BAD AZZ BURRITO"" Rating: n/a",Restaurant,3300 Western Center Blvd,76137,6,01/09/2016,81
BAHAMA BUCKS,"Average ""BAHAMA BUCKS"" Rating: n/a",Snack Bar,5636 N Tarrant Pkwy,76137,4,12/13/2015,97
BAHAMA BUCKS,"Average ""BAHAMA BUCKS"" Rating: n/a",Snack Bar,2600 W 7th St,76107,3,08/10/2015,88
BAILEYS B-B-Q,"Average ""BAILEYS B-B-Q"" Rating: n/a",Restaurant,826 Taylor St,76102,3,10/26/2015,96
BAKER BROS,"Average ""BAKER BROS"" Rating: n/a",Restaurant,501 Carroll St,76107,3,07/15/2015,92
BAKER STREET PUB & GRILL,"Average ""BAKER STREET PUB & GRILL"" Rating: n/a",Restaurant,6333 Camp Bowie Blvd,76116,8,12/12/2015,72
BANK ONE-ARAMARK @ JPMC OPS CENTER,"Average ""BANK ONE-ARAMARK @ JPMC OPS CENTER"" Rating: n/a",Restaurant,14800 Frye Rd,76155,3,12/08/2015,92
BAR LOUIE,"Average ""Bar Louie"" Rating: n/a",Restaurant,2973 W 7th St,76107,10,01/14/2016,100
BAR MV,"Average ""BAR MV"" Rating: n/a",Lounge,3406 Azle Ave,76106,1,09/23/2015,100
BAR@1600 THE,"Average ""BAR@1600 THE"" Rating: n/a",Restaurant,1600 Evans Ave,76104,4,12/18/2015,91
BARBARA WILLIAMS C/D CENTER,"Average ""BARBARA WILLIAMS C/D CENTER"" Rating: n/a",Child Care Kitchen,4800 S Riverside Dr,76119,3,07/29/2015,97
BARBIES COLONIAL HOUSE RESTAURANT,"Average ""BARBIES COLONIAL HOUSE RESTAURANT"" Rating: n/a",Restaurant,3820 N Main St,76106,7,02/01/2016,90
BARBS GRILL,"Average ""BARBS GRILL"" Rating: n/a",Restaurant,2705 Ne 28th St,76111,4,10/07/2015,80
BARCADIA BAR AND GRILL,"Average ""BARCADIA BAR AND GRILL"" Rating: n/a",Restaurant,816 Matisse Dr,76107,7,02/06/2016,91
BARN AND GRILL,"Average ""BARN AND GRILL"" Rating: n/a",Restaurant,5117 Mccart Ave,76115,3,10/30/2015,100
BARNES & NOBLE #2207,"Average ""BARNES & NOBLE #2207"" Rating: n/a",Snack Bar,4801 Overton Ridge Blvd,76132,2,09/10/2015,94
BASIC INSTINCT,"Average ""BASIC INSTINCT"" Rating: n/a",Lounge,2631 Ne 28th St,76111,3,01/21/2016,91
BASSHAM FOODS,"Average ""BASSHAM FOODS"" Rating: n/a",Grocery Store -- Retail,624 Sw Loop 820,76115,2,07/11/2015,88
BASTION CATERING,"Average ""BASTION CATERING"" Rating: n/a",Restaurant,715 Hawthorne Ave,76110,2,11/20/2015,100
BATHTUB GINS JAM LOUNGE,"Average ""BATHTUB GINS JAM LOUNGE"" Rating: n/a",Lounge,2500 E 4th St,76111,1,02/26/2015,97
BATTLEFIELD BUFALA LLC,"Average ""BATTLEFIELD BUFALA LLC"" Rating: n/a",Spa,3801 Southwest Blvd,76116,2,07/11/2015,97
BAYLOR EMERGENCY MEDICAL CENTER,"Average ""BAYLOR EMERGENCY MEDICAL CENTER"" Rating: n/a",Snack Bar,12500 South Fwy,76028,3,07/22/2015,100
BAYLOR INSTITUTE OF REHABILITATION,"Average ""BAYLOR INSTITUTE OF REHABILITATION"" Rating: n/a",Restaurant,6601 Harris Pkwy,76132,6,12/02/2015,100
BAYLOR SURGICAL HOSPITAL AT FT W,"Average ""BAYLOR SURGICAL HOSPITAL AT FT W"" Rating: n/a",Restaurant,1800 Park Place Ave,76110,5,01/11/2016,95
BAYMONT INN & SUITES,"Average ""BAYMONT INN & SUITES"" Rating: n/a",Snack Bar,6504 South Freeway,76134,1,01/22/2015,91
BB-Y-BT,"Average ""BB-Y-BT"" Rating: n/a",Lounge,3536 Hemphill St,76110,2,04/29/2015,94
BEACH DONUT,"Average ""BEACH DONUT"" Rating: n/a",Bakery -- Retail,7451 N Beach St,76137,4,01/10/2016,88
BEACON CAFE THE,"Average ""BEACON CAFE THE"" Rating: n/a",Restaurant,10760 N Beach St,76244,4,12/10/2015,97
BEARDED LADY THE,"Average ""BEARDED LADY THE"" Rating: n/a",Restaurant,1229 7th Ave,76104,7,02/11/2016,85
BEAUTIFUL FEET MINISTRY,"Average ""BEAUTIFUL FEET MINISTRY"" Rating: n/a",Restaurant,1709 E Hattie St,76104,6,01/11/2016,90
BECKYS VIP,"Average ""BECKYS VIP"" Rating: n/a",Restaurant,3237 White Settlement Rd,76107,3,04/10/2015,100
BEE ZEE FOOD MART,"Average ""BEE ZEE FOOD MART"" Rating: n/a",Grocery Store -- Retail,2749 S Las Vegas Trl,76116,2,09/24/2015,84
BEEFERS BOX,"Average ""BEEFERS BOX"" Rating: n/a",Restaurant,5609 Crowley Rd,76134,5,10/08/2015,76
BELLA ITALIA WEST,"Average ""BELLA ITALIA WEST"" Rating: n/a",Restaurant,5139 Camp Bowie Blvd,76107,9,02/03/2016,86
BELLA PASTA & PIZZA,"Average ""BELLA PASTA & PIZZA"" Rating: n/a",Restaurant,3548 South Hills Ave,76109,7,01/08/2016,80
BENITOS,"Average ""BENITOS"" Rating: n/a",Restaurant,3708 Decatur Ave,76106,6,01/20/2016,92
BENITOS RESTAURANT,"Average ""BENITOS RESTAURANT"" Rating: n/a",Restaurant,1450 W Magnolia Ave,76104,6,01/26/2016,89
BENITOS SOUTHSIDE REST,"Average ""BENITOS SOUTHSIDE REST"" Rating: n/a",Restaurant,1904 Hemphill St,76110,6,01/20/2016,91
BERRY CHICKEN AND SEAFOOD #2,"Average ""BERRY CHICKEN AND SEAFOOD #2"" Rating: n/a",Restaurant,5800 E Berry St,76119,2,10/12/2015,78
BERRY HILL CAFE THE,"Average ""BERRY HILL CAFE THE"" Rating: n/a",Restaurant,3220 Mitchell Blvd,76105,1,12/01/2015,80
BERRY STREET FOOD MART,"Average ""BERRY STREET FOOD MART"" Rating: n/a",Grocery Store -- Retail,3300 E Berry St,76105,4,12/22/2015,93
BEST DONUTS,"Average ""BEST DONUTS"" Rating: n/a",Bakery -- Retail,5500 N Tarrant Pkwy,76248,1,02/22/2015,95
BEST DONUTS,"Average ""BEST DONUTS"" Rating: n/a",Bakery -- Retail,1201 Longhorn Rd,76179,1,03/27/2015,86
BEST DONUTS,"Average ""BEST DONUTS"" Rating: n/a",Restaurant,2400 Ne 28th St,76106,4,11/17/2015,90
BEST FOOD STORE THE,"Average ""BEST FOOD STORE THE"" Rating: n/a",Grocery Store -- Retail,3576 W Seminary Dr,76133,1,02/25/2015,97
BEST MART,"Average ""BEST MART"" Rating: n/a",Grocery Store -- Retail,7375 Ederville Rd,76112,3,09/15/2015,84
BEST WESTERN FW- INN & SUITES,"Average ""BEST WESTERN FW- INN & SUITES"" Rating: n/a",Snack Bar,201 W Loop 820 N,76108,1,03/11/2015,93
BETHESDA GARDEN MEMORY CARE,"Average ""BETHESDA GARDEN MEMORY CARE"" Rating: n/a",Restaurant,5349 Altamesa Blvd,76123,6,02/10/2016,100
BETHESDA GARDENS,"Average ""BETHESDA GARDENS"" Rating: n/a",Restaurant,5417 Altamesa Blvd,76123,6,02/10/2016,85
BETHLEHEM UNITED CENTER D/C,"Average ""BETHLEHEM UNITED CENTER D/C"" Rating: n/a",Child Care Kitchen,970 E Humbolt St,76104,3,12/18/2015,97
BETO HERNANDEZ FOODS,"Average ""BETO HERNANDEZ FOODS"" Rating: n/a",Restaurant,2611 Azle Ave,76106,6,01/08/2016,96
BIBI QUICK SNACK,"Average ""BIBI QUICK SNACK"" Rating: n/a",Grocery Store -- Retail,5520 E Lancaster Ave,76112,1,09/03/2015,100
BIBI QUICK SNACK,"Average ""BIBI QUICK SNACK"" Rating: n/a",Restaurant,5633 Lovell Ave,76107,2,10/08/2015,100
BIG APPLE CAFE,"Average ""BIG APPLE CAFE"" Rating: n/a",Restaurant,14200 Trinity Blvd,76155,9,01/08/2016,93
BIG B,"Average ""BIG B"" Rating: n/a",Grocery Store -- Retail,4304 Hemphill St,76115,2,08/31/2015,94
BIG DAVES EMPORIUM & SPORTS LOUNGE,"Average ""BIG DAVES EMPORIUM & SPORTS LOUNGE"" Rating: n/a",Lounge,6501 Camp Bowie Blvd,76116,2,07/10/2015,100
BIG FISH JAPANESE CUISINE,"Average ""BIG FISH JAPANESE CUISINE"" Rating: n/a",Restaurant,3000 S Hulen St,76109,6,10/12/2015,94
BIG JOES PIZZA & PASTA,"Average ""BIG JOES PIZZA & PASTA"" Rating: n/a",Restaurant,5111 N Beach St,76137,6,11/05/2015,87
BIG LOTS,"Average ""BIG LOTS"" Rating: n/a",Grocery Store -- Retail,6425 Mccart Ave,76133,2,03/23/2015,97
BIG LOTS #4606,"Average ""BIG LOTS #4606"" Rating: n/a",Grocery Store -- Retail,1255 Town Square Dr,76116,2,09/05/2015,93
BILLARES MARTINEZ,"Average ""BILLARES MARTINEZ"" Rating: n/a",Lounge,2801 Hemphill St,76110,3,02/10/2016,100
BILLY BOBS TEXAS INC,"Average ""BILLY BOBS TEXAS INC"" Rating: n/a",Restaurant,2520 Rodeo Plz,76164,11,12/09/2015,84
BIRD CAFE THE,"Average ""BIRD CAFE THE"" Rating: n/a",Restaurant,155 E 4th St,76102,11,12/04/2015,90
BIRRERIA CHALIO MEXICAN RESTAURANT,"Average ""BIRRERIA CHALIO MEXICAN RESTAURANT"" Rating: n/a",Restaurant,2020 N Main St,76164,10,11/10/2015,97
BISTRO BURNETT,"Average ""BISTRO BURNETT"" Rating: n/a",Snack Bar,2913 W Lowden St,76129,3,01/13/2016,92
BJS RESTAURANT & BREW HOUSE,"Average ""BJS RESTAURANT & BREW HOUSE"" Rating: n/a",Restaurant,4720 S Hulen St,76132,8,02/04/2016,78
BJS RESTAURANT & BREWHOUSE,"Average ""BJS RESTAURANT & BREWHOUSE"" Rating: n/a",Restaurant,9401 Sage Meadow Trl,76177,8,02/03/2016,97
BLACK EYED PEA RESTAURANT,"Average ""BLACK EYED PEA RESTAURANT"" Rating: n/a",Restaurant,6357 Camp Bowie Blvd,76116,9,12/14/2015,89
BLACK ROOSTER BAKERY,"Average ""BLACK ROOSTER BAKERY"" Rating: n/a",Bakery -- Retail,2430 Forest Park Blvd,76110,3,01/20/2016,89
BLANCHE HEAD START,"Average ""BLANCHE HEAD START"" Rating: n/a",Child Care Kitchen,2900 Stalcup Rd,76119,4,11/17/2015,100
BLU CRAB SEAFOOD HOUSE & BAR,"Average ""BLU CRAB SEAFOOD HOUSE & BAR"" Rating: n/a",Restaurant,6115 Camp Bowie Blvd,76116,9,12/11/2015,80
BLUE 32,"Average ""BLUE 32"" Rating: n/a",Restaurant,1201 Longhorn Rd,76179,8,01/14/2016,81
BLUE CHERRY,"Average ""BLUE CHERRY"" Rating: n/a",Snack Bar,12400 Timberland Blvd,76244,7,02/11/2016,89
BLUE MESA GRILL,"Average ""BLUE MESA GRILL"" Rating: n/a",Lounge,1600 S University Dr,76107,11,02/02/2016,93
BLUE SUSHI SAKE GRILL,"Average ""BLUE SUSHI SAKE GRILL"" Rating: n/a",Restaurant,3131 W 7th St,76107,7,10/08/2015,100
BLUE TOWER CAFE,"Average ""BLUE TOWER CAFE"" Rating: n/a",Restaurant,101 Summit Ave,76102,3,09/10/2015,93
BLUEBONNET BAKERY,"Average ""BLUEBONNET BAKERY"" Rating: n/a",Restaurant,4705 Camp Bowie Blvd,76107,6,12/08/2015,80
BLUEBONNET CAFE,"Average ""BLUEBONNET CAFE"" Rating: n/a",Restaurant,1989 Colonial Pkwy,76110,8,01/08/2016,97
BNSF SODEXO GOB CAFE,"Average ""BNSF SODEXO GOB CAFE"" Rating: n/a",Restaurant,2301 Lou Menk,76131,3,01/12/2016,97
BNSF-SODEXHO,"Average ""BNSF-SODEXHO"" Rating: n/a",Restaurant,6651 Burlington Blvd,76131,10,12/09/2015,87
BOBS FOOD MART,"Average ""BOBS FOOD MART"" Rating: n/a",Grocery Store -- Retail,4938 Jacksboro Hwy,76114,2,08/13/2015,94
BOGARTS,"Average ""BOGARTS"" Rating: n/a",Lounge,6409 E Lancaster Ave,76112,2,02/10/2015,97
BOILED OWL TAVERN THE,"Average ""BOILED OWL TAVERN THE"" Rating: n/a",Lounge,909 W Magnolia Ave,76104,3,01/27/2016,94
BOMBAY GRILL & BAR,"Average ""BOMBAY GRILL & BAR"" Rating: n/a",Restaurant,4625 Donnelly Ave,76107,10,01/05/2016,82
BONNELLS FINE TEXAS CUISINE,"Average ""BONNELLS FINE TEXAS CUISINE"" Rating: n/a",Restaurant,4259 Bryant Irvin Rd,76109,8,11/06/2015,88
BOO RAYS OF NEW ORLEANS,"Average ""BOO RAYS OF NEW ORLEANS"" Rating: n/a",Restaurant,7255 Boat Club Rd,76179,7,11/25/2015,95
BOOMER JACKS,"Average ""BOOMER JACKS"" Rating: n/a",Restaurant,6701 Fossil Bluff Dr,76137,10,02/04/2016,94
BOOMER JACKS GRILL,"Average ""BOOMER JACKS GRILL"" Rating: n/a",Restaurant,2600 W 7th St,76107,9,11/13/2015,84
BOOPAS BAGEL DELI,"Average ""BOOPAS BAGEL DELI"" Rating: n/a",Restaurant,6513 N Beach St,76137,4,01/10/2016,86
BOSSES PIZZA & WINGS,"Average ""BOSSES PIZZA & WINGS"" Rating: n/a",Restaurant,2740 Western Center Blvd,76131,4,01/21/2016,93
BOSTON MARKET #0997,"Average ""BOSTON MARKET #0997"" Rating: n/a",Restaurant,6030 S Hulen St,76132,6,11/10/2015,86
BOSTONS GOURMET PIZZA,"Average ""BOSTONS GOURMET PIZZA"" Rating: n/a",Restaurant,6501 North Freeway,76131,8,10/15/2015,83
BOTTOM THE,"Average ""BOTTOM THE"" Rating: n/a",Restaurant,3468 Blue Bonnet Cir,76109,8,01/07/2016,93
BOURBON STREET BLUES BAR & GRILL,"Average ""BOURBON STREET BLUES BAR & GRILL"" Rating: n/a",Restaurant,2616 E Belknap St,76111,4,10/30/2015,86
BOWL EXPRESS,"Average ""BOWL EXPRESS"" Rating: n/a",Restaurant,2105 W Berry St,76110,6,12/02/2015,85
BOYS & GIRLS CLUB NORTHSIDE BRANCH,"Average ""BOYS & GIRLS CLUB NORTHSIDE BRANCH"" Rating: n/a",Restaurant,2000 Ellis Ave,76106,3,10/27/2015,90
BOYS & GIRLS CLUB-MARTIN BRANCH,"Average ""BOYS & GIRLS CLUB-MARTIN BRANCH"" Rating: n/a",Restaurant,3123 Ave G,76105,3,10/28/2015,97
BRASS TAP THE,"Average ""BRASS TAP THE"" Rating: n/a",Lounge,901 Houston St,76102,4,07/18/2015,100
BRAUMS #124,"Average ""BRAUMS #124"" Rating: n/a",Restaurant,9050 Camp Bowie West Blvd,76116,10,02/12/2016,100
BRAUMS ICE CREAM,"Average ""BRAUMS ICE CREAM"" Rating: n/a",Grocery Store -- Retail,6601 Camp Bowie Blvd,76116,5,01/08/2016,100
BRAUMS ICE CREAM #130,"Average ""BRAUMS ICE CREAM #130"" Rating: 1.5",Restaurant,6108 Mccart Ave,76133,5,10/27/2015,91
BRAUMS ICE CREAM #214,"Average ""BRAUMS ICE CREAM #214"" Rating: n/a",Restaurant,1651 Sycamore School Rd,76134,5,11/19/2015,83
BRAUMS ICE CREAM #215,"Average ""BRAUMS ICE CREAM #215"" Rating: n/a",Restaurant,6450 North Freeway,76137,5,10/28/2015,76
BRAUMS ICE CREAM #216,"Average ""BRAUMS ICE CREAM #216"" Rating: n/a",Restaurant,7212 S Hulen St,76133,9,12/04/2015,89
BRAUMS ICE CREAM #234,"Average ""BRAUMS ICE CREAM #234"" Rating: n/a",Restaurant,2509 8th Ave,76110,6,02/10/2016,89
BRAUMS ICE CREAM #250,"Average ""BRAUMS ICE CREAM #250"" Rating: n/a",Restaurant,100 University Dr,76107,5,12/31/2015,100
BRAUMS ICE CREAM #84,"Average ""BRAUMS ICE CREAM #84"" Rating: n/a",Restaurant,6770 Bridge St,76112,7,02/08/2016,100
BRAVO CUCINA ITALIANA,"Average ""BRAVO CUCINA ITALIANA"" Rating: n/a",Restaurant,3010 S Hulen St,76109,10,01/12/2016,89
BREAKTIME,"Average ""BREAKTIME"" Rating: n/a",Grocery Store -- Retail,9836 White Settlement Rd,76108,2,12/30/2015,87
BREAKTIME,"Average ""BREAKTIME"" Rating: n/a",Snack Bar,101 Longhorn Rd,76179,2,01/13/2016,97
BREAKTIME BAKERY,"Average ""BREAKTIME BAKERY"" Rating: n/a",Bakery -- Retail,6508 Meadowbrook Dr,76112,3,08/12/2015,84
BRENTWOOD FOOD MART,"Average ""BRENTWOOD FOOD MART"" Rating: n/a",Grocery Store -- Retail,6620 Brentwood Stair Rd,76112,5,10/27/2015,97
BREWED,"Average ""BREWED"" Rating: n/a",Restaurant,801 W Magnolia Ave,76104,8,01/15/2016,86
BREWSTERS,"Average ""BREWSTERS"" Rating: n/a",Restaurant,2837 Crockett St,76107,9,11/04/2015,81
BRICK HOUSE TAVERN & TAP,"Average ""BRICK HOUSE TAVERN & TAP"" Rating: n/a",Restaurant,6300 North Freeway,76137,8,12/09/2015,93
BRIDGEWOOD CHEVRON AND FAST FOOD,"Average ""BRIDGEWOOD CHEVRON AND FAST FOOD"" Rating: n/a",Grocery Store -- Retail,1051 Bridgewood Dr,76112,6,11/25/2015,90
BRIT FARMERS MARKET,"Average ""BRIT FARMERS MARKET"" Rating: n/a",Produce -- Retail,1700 University Dr,76107,1,10/03/2015,100
BROADWAY BAPTIST CHURCH,"Average ""BROADWAY BAPTIST CHURCH"" Rating: n/a",Restaurant,305 W Broadway Ave,76104,2,04/29/2015,84
BROADWAY PLAZA,"Average ""BROADWAY PLAZA"" Rating: n/a",Restaurant,5301 Bryant Irvin Rd,76132,12,01/05/2016,92
BROADWAY PLAZA A L F,"Average ""BROADWAY PLAZA A L F"" Rating: n/a",Restaurant,6201 Plaza Pkwy,76116,12,11/13/2015,90
BROOKDALE TANGLEWOOD OAKS,"Average ""BROOKDALE TANGLEWOOD OAKS"" Rating: n/a",Restaurant,2698 S Hulen St,76107,5,10/06/2015,89
BROWNIES,"Average ""BROWNIES"" Rating: 5.0",Grocery Store -- Retail,5324 Trail Lake Dr,76133,3,09/28/2015,97
BRUNSWICK WESTCREEK LANES,"Average ""BRUNSWICK WESTCREEK LANES"" Rating: n/a",Restaurant,3025 Altamesa Blvd,76133,4,09/16/2015,97
BRUNSWICK WESTCREEK LANES LOUNGE,"Average ""BRUNSWICK WESTCREEK LANES LOUNGE"" Rating: n/a",Lounge,3025 Altamesa Blvd,76133,2,09/16/2015,97
BUENO FOOD MART,"Average ""BUENO FOOD MART"" Rating: n/a",Grocery Store -- Retail,311 Nw 25th St,76164,5,08/05/2015,100
BUFFALO BROS,"Average ""BUFFALO BROS"" Rating: n/a",Restaurant,3015 S University Dr,76109,4,11/17/2015,94
BUFFALO WEST,"Average ""BUFFALO WEST"" Rating: n/a",Restaurant,7101 Camp Bowie West Blvd,76116,10,12/15/2015,74
BUFFALO WILD WINGS #120,"Average ""BUFFALO WILD WINGS #120"" Rating: n/a",Restaurant,12832 South Freeway Fwy,76028,5,10/30/2015,94
BUFFALO WILD WINGS #157,"Average ""BUFFALO WILD WINGS #157"" Rating: n/a",Restaurant,5908 Quebec St,76135,5,09/21/2015,96
BUFFALO WILD WINGS GRILL & BAR #196,"Average ""BUFFALO WILD WINGS GRILL & BAR #196"" Rating: n/a",Restaurant,5601 S Hulen St,76132,10,06/26/2015,87
BUFFET THE,"Average ""BUFFET THE"" Rating: n/a",Restaurant,3333 Camp Bowie Blvd,76107,8,02/03/2016,100
BUILDING BLOCKS CHILD DEV CENTER,"Average ""BUILDING BLOCKS CHILD DEV CENTER"" Rating: n/a",Child Care Kitchen,285 Old Hwy 1187,76028,4,12/11/2015,100
BUILDING BLOCKS CHILD DEV CTR,"Average ""BUILDING BLOCKS CHILD DEV CTR"" Rating: n/a",Child Care Kitchen,140 Expedition Dr,76108,3,11/18/2015,97
BUNGALOW,"Average ""BUNGALOW"" Rating: n/a",Lounge,105 Roberts Cut-Off Rd,76114,1,04/10/2015,97
BUON GIORNO COFFEE,"Average ""BUON GIORNO COFFEE"" Rating: n/a",Snack Bar,915 Florence St,76102,2,06/13/2015,88
BURGER BOX,"Average ""BURGER BOX"" Rating: n/a",Restaurant,4466 Southwest Blvd,76116,6,01/12/2016,83
BURGER EXTREME,"Average ""BURGER EXTREME"" Rating: n/a",Restaurant,6401 Mccart Ave,76133,2,07/10/2015,75
BURGER KING,"Average ""BURGER KING"" Rating: n/a",Restaurant,5721 S Hulen St,76132,4,11/12/2015,91
BURGER KING,"Average ""BURGER KING"" Rating: n/a",Restaurant,3112 E Berry St,76105,3,10/27/2015,88
BURGER KING #12033,"Average ""BURGER KING #12033"" Rating: n/a",Restaurant,1670 Eastchase Pkwy,76120,4,01/19/2016,88
BURGER STREET,"Average ""BURGER STREET"" Rating: n/a",Restaurant,7301 Camp Bowie West Blvd,76116,3,11/30/2015,76
BURGERS LAKE,"Average ""BURGERS LAKE"" Rating: n/a",Snack Bar,1200 Meandering Rd,76114,2,09/11/2015,100
BURGUNDY PASTURE BEEF,"Average ""BURGUNDY PASTURE BEEF"" Rating: n/a",Restaurant,3326 W 7th St,76107,6,10/06/2015,100
BUSY BS BAKERY,"Average ""BUSY BS BAKERY"" Rating: n/a",Bakery -- Retail,3701 Southwest Blvd,76116,2,11/11/2015,97
BUSY BS BAKERY & DONUT,"Average ""BUSY BS BAKERY & DONUT"" Rating: n/a",Bakery -- Retail,5613 Mccart Ave,76133,2,07/13/2015,85
BUTTONS RESTAURANT,"Average ""BUTTONS RESTAURANT"" Rating: n/a",Restaurant,4701 West Freeway,76107,8,12/14/2015,77
BUY & SAVE,"Average ""BUY & SAVE"" Rating: n/a",Grocery Store -- Retail,2700 Azle Ave,76106,2,09/23/2015,100
BYBLOS LEBANESE REST,"Average ""BYBLOS LEBANESE REST"" Rating: n/a",Restaurant,1406 N Main St,76106,8,01/21/2016,79
C & C DISCOUNT,"Average ""C & C DISCOUNT"" Rating: n/a",Grocery Store -- Retail,101 Beach St,76111,2,01/14/2016,96
C & D KWIK STOP,"Average ""C & D KWIK STOP"" Rating: n/a",Grocery Store -- Retail,4125 Mansfield Hwy,76119,5,11/19/2015,93
C & J GROCERY,"Average ""C & J GROCERY"" Rating: n/a",Grocery Store -- Retail,121 E Biddison St,76110,2,03/18/2015,93
C A & J HOT DOGS,"Average ""C A & J HOT DOGS"" Rating: n/a",Grocery Store -- Retail,7100 North Fwy,76137,2,06/20/2015,100
C D KWIK STOP # 2,"Average ""C D KWIK STOP # 2"" Rating: n/a",Grocery Store -- Retail,2401 W Seminary Dr,76115,5,09/21/2015,87
C P 4,"Average ""C P 4"" Rating: n/a",Restaurant,4255 Amon Carter Blvd,76155,6,02/03/2016,97
C STORE SUB EXPRESS,"Average ""C STORE SUB EXPRESS"" Rating: n/a",Restaurant,3201 N Beach St,76111,6,10/08/2015,89
CABELAS,"Average ""CABELAS"" Rating: n/a",Restaurant,12901 Cabela Dr,76177,10,12/11/2015,97
CAFE BRAZIL TCU,"Average ""CAFE BRAZIL TCU"" Rating: n/a",Restaurant,2880 W Berry St,76109,6,12/02/2015,78
CAFE CHADRA DELI,"Average ""CAFE CHADRA DELI"" Rating: n/a",Snack Bar,509 W Vickery Blvd,76104,2,12/29/2015,82
CAFE CULTURAS,"Average ""CAFE CULTURAS"" Rating: n/a",Restaurant,4200 South Freeway,76115,3,07/21/2015,75
CAFE MODERN,"Average ""CAFE MODERN"" Rating: n/a",Restaurant,3200 Darnell St,76107,5,10/27/2015,86
CAFFINIS CAFE AND DELI,"Average ""CAFFINIS CAFE AND DELI"" Rating: n/a",Restaurant,309 W 7th St,76102,7,10/16/2015,88
CAINS LOVE & CARE LEARNING CENTER,"Average ""CAINS LOVE & CARE LEARNING CENTER"" Rating: n/a",Child Care Kitchen,2116 Amanda Ave,76105,2,09/02/2015,100
CALMONT QUICK STOP,"Average ""CALMONT QUICK STOP"" Rating: n/a",Grocery Store -- Retail,5937 Calmont Ave,76107,2,03/25/2015,93
CALVARY CATHEDRAL,"Average ""CALVARY CATHEDRAL"" Rating: n/a",Grocery Store -- Retail,1701 Oakhurst Scenic Dr,76111,2,09/24/2015,94
CALVARY CHRISTIAN ACADEMY,"Average ""CALVARY CHRISTIAN ACADEMY"" Rating: n/a",Restaurant,1401 Oakhurst Scenic Dr,76111,6,01/26/2016,100
CAMBRIDGE CHRISTIAN ACADEMY,"Average ""CAMBRIDGE CHRISTIAN ACADEMY"" Rating: n/a",Child Care Kitchen,4175 Sandshell Dr,76137,3,07/17/2015,95
CAMP FIRE CNTR,"Average ""CAMP FIRE CNTR"" Rating: n/a",Child Care Kitchen,2700 Meacham Blvd,76137,3,07/23/2015,96
CAMP FIRE DIAMOND HILL YOUTH,"Average ""CAMP FIRE DIAMOND HILL YOUTH"" Rating: n/a",Child Care Kitchen,2001 Loraine St,76106,3,06/29/2015,100
CAMPESINOS MEXICAN RESTAURANT,"Average ""CAMPESINOS MEXICAN RESTAURANT"" Rating: n/a",Restaurant,2400 Vaughn Blvd,76105,2,11/03/2015,75
CAMPESTRE CHULA VISTA,"Average ""CAMPESTRE CHULA VISTA"" Rating: n/a",Restaurant,1950 Menefee Ave,76106,5,10/19/2015,77
CAMPISIS,"Average ""CAMPISIS"" Rating: n/a",Restaurant,6150 Camp Bowie Blvd,76116,8,02/10/2016,88
CANCUN RESTAURANT,"Average ""CANCUN RESTAURANT"" Rating: n/a",Restaurant,318 E Long Ave,76106,2,01/28/2016,94
CANCUN RESTAURANT,"Average ""CANCUN RESTAURANT"" Rating: n/a",Restaurant,7419 Camp Bowie West Blvd,76116,8,12/10/2015,80
CANDLERIDGE MARKET,"Average ""CANDLERIDGE MARKET"" Rating: n/a",Grocery Store -- Retail,4000 Sycamore School Rd,76133,2,11/20/2015,93
CANDY WORLD,"Average ""CANDY WORLD"" Rating: n/a",Snack Bar,2114 Green Oaks Rd,76116,2,09/05/2015,97
CANE ROSSO,"Average ""CANE ROSSO"" Rating: n/a",Restaurant,815 W Magnolia Ave,76104,8,01/15/2016,85
CANNON CHINESE KITCHEN,"Average ""CANNON CHINESE KITCHEN"" Rating: n/a",Restaurant,304 W Cannon,76104,6,02/11/2016,97
CANTEEN VENDING,"Average ""CANTEEN VENDING"" Rating: n/a",Grocery Store -- Retail,4200 Amon Carter Blvd,76155,2,09/11/2015,100
CANTINA LAREDO,"Average ""CANTINA LAREDO"" Rating: n/a",Restaurant,530 Throckmorton St,76102,8,01/11/2016,86
CANTINA THE,"Average ""CANTINA THE"" Rating: n/a",Lounge,124 W Exchange Ave,76164,1,06/06/2015,97
CAPITAL BAR,"Average ""CAPITAL BAR"" Rating: n/a",Lounge,3017 Morton St,76107,4,02/21/2015,87
CAPITAL GRILLE THE,"Average ""CAPITAL GRILLE THE"" Rating: n/a",Restaurant,800 Main St,76102,2,12/15/2015,100
CAPTAIN DS,"Average ""CAPTAIN DS"" Rating: n/a",Restaurant,8514 Camp Bowie West Blvd,76116,3,11/23/2015,78
CARDONA FOODS INC,"Average ""CARDONA FOODS INC"" Rating: n/a",Restaurant,850 Meacham Blvd,76106,6,02/04/2016,92
CARNICERIA EL PAYA,"Average ""CARNICERIA EL PAYA"" Rating: 5.0",Restaurant,2121 W Seminary Dr,76115,10,06/28/2015,88
CARNICERIA LA ALTENA,"Average ""CARNICERIA LA ALTENA"" Rating: n/a",Restaurant,3316 E Lancaster Ave,76103,10,01/12/2016,91
CARNICERIA LA SUPERIOR,"Average ""CARNICERIA LA SUPERIOR"" Rating: n/a",Grocery Store -- Retail,700 N Sylvania Ave,76111,11,02/05/2016,88
