B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
5269,,429,,3239,,311,,3239,,311,,3158,,302,,81,,54,,0,,19,,2030,,264,,8600000US79104,ZCTA5 79104,48,79104
719,,135,,449,,93,,449,,93,,434,,94,,15,,15,,0,,14,,270,,86,,8600000US79345,ZCTA5 79345,48,79345
33,,20,,20,,13,,20,,13,,20,,13,,0,,14,,0,,14,,13,,14,,8600000US79518,ZCTA5 79518,48,79518
155,,74,,93,,58,,93,,58,,87,,56,,6,,9,,0,,14,,62,,33,,8600000US79560,ZCTA5 79560,48,79560
10729,,282,,5204,,444,,5204,,444,,5074,,460,,130,,77,,0,,21,,5525,,495,,8600000US79735,ZCTA5 79735,48,79735
2889,,199,,1643,,216,,1643,,216,,1594,,209,,49,,48,,0,,14,,1246,,157,,8600000US79081,ZCTA5 79081,48,79081
364,,106,,202,,67,,202,,67,,190,,63,,12,,12,,0,,14,,162,,60,,8600000US79098,ZCTA5 79098,48,79098
13813,,504,,5075,,445,,5075,,445,,4927,,422,,148,,100,,0,,21,,8738,,365,,8600000US79108,ZCTA5 79108,48,79108
129,,78,,83,,69,,83,,69,,83,,69,,0,,14,,0,,14,,46,,37,,8600000US79780,ZCTA5 79780,48,79780
7840,,608,,3091,,382,,3085,,382,,2698,,347,,387,,122,,6,,10,,4749,,517,,8600000US79901,ZCTA5 79901,48,79901
30357,,1242,,22004,,1030,,22004,,1030,,21434,,1002,,570,,284,,0,,29,,8353,,831,,8600000US79707,ZCTA5 79707,48,79707
33204,,1120,,24133,,1060,,24096,,1060,,22450,,1060,,1646,,400,,37,,43,,9071,,667,,8600000US79762,ZCTA5 79762,48,79762
967,,119,,658,,104,,658,,104,,655,,105,,3,,4,,0,,14,,309,,69,,8600000US79092,ZCTA5 79092,48,79092
147,,121,,55,,56,,55,,56,,49,,47,,6,,11,,0,,14,,92,,102,,8600000US79016,ZCTA5 79016,48,79016
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US79058,ZCTA5 79058,48,79058
16,,19,,14,,16,,14,,16,,14,,16,,0,,14,,0,,14,,2,,3,,8600000US79085,ZCTA5 79085,48,79085
14,,11,,12,,10,,12,,10,,12,,10,,0,,14,,0,,14,,2,,4,,8600000US79094,ZCTA5 79094,48,79094
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US79105,ZCTA5 79105,48,79105
49,,57,,16,,23,,16,,23,,16,,23,,0,,14,,0,,14,,33,,36,,8600000US79258,ZCTA5 79258,48,79258
19,,26,,19,,26,,19,,26,,19,,26,,0,,14,,0,,14,,0,,14,,8600000US76841,ZCTA5 76841,48,76841
2941,,245,,1541,,207,,1533,,205,,1508,,201,,25,,25,,8,,11,,1400,,230,,8600000US76844,ZCTA5 76844,48,76844
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US76874,ZCTA5 76874,48,76874
447,,86,,297,,73,,297,,73,,287,,67,,10,,15,,0,,14,,150,,40,,8600000US76875,ZCTA5 76875,48,76875
1394,,187,,739,,133,,739,,133,,709,,132,,30,,21,,0,,14,,655,,104,,8600000US76878,ZCTA5 76878,48,76878
1319,,352,,664,,179,,664,,179,,664,,179,,0,,14,,0,,14,,655,,251,,8600000US76935,ZCTA5 76935,48,76935
1067,,109,,607,,100,,591,,99,,550,,96,,41,,24,,16,,23,,460,,94,,8600000US76941,ZCTA5 76941,48,76941
139,,68,,105,,51,,105,,51,,105,,51,,0,,14,,0,,14,,34,,24,,8600000US76955,ZCTA5 76955,48,76955
20084,,815,,13869,,688,,13849,,691,,13560,,674,,289,,109,,20,,30,,6215,,558,,8600000US76226,ZCTA5 76226,48,76226
24556,,859,,18756,,756,,18727,,756,,18152,,757,,575,,187,,29,,35,,5800,,513,,8600000US76227,ZCTA5 76227,48,76227
2597,,216,,1684,,216,,1684,,216,,1608,,203,,76,,57,,0,,14,,913,,148,,8600000US76651,ZCTA5 76651,48,76651
246,,93,,100,,44,,100,,44,,100,,44,,0,,14,,0,,14,,146,,88,,8600000US76680,ZCTA5 76680,48,76680
6603,,401,,4395,,420,,4395,,420,,4138,,412,,257,,158,,0,,19,,2208,,326,,8600000US76060,ZCTA5 76060,48,76060
18931,,760,,13316,,650,,13316,,650,,12757,,672,,559,,166,,0,,25,,5615,,489,,8600000US76148,ZCTA5 76148,48,76148
3504,,358,,1944,,202,,1933,,204,,1853,,208,,80,,35,,11,,14,,1560,,226,,8600000US76305,ZCTA5 76305,48,76305
11828,,637,,7315,,590,,6974,,578,,6337,,519,,637,,350,,341,,147,,4513,,374,,8600000US76306,ZCTA5 76306,48,76306
3914,,189,,2043,,201,,2043,,201,,1942,,218,,101,,54,,0,,14,,1871,,222,,8600000US76365,ZCTA5 76365,48,76365
11952,,881,,4686,,392,,4613,,385,,4581,,376,,32,,24,,73,,78,,7266,,822,,8600000US76367,ZCTA5 76367,48,76367
145,,51,,63,,36,,63,,36,,63,,36,,0,,14,,0,,14,,82,,29,,8600000US76373,ZCTA5 76373,48,76373
215,,58,,144,,46,,144,,46,,136,,46,,8,,8,,0,,14,,71,,24,,8600000US76388,ZCTA5 76388,48,76388
24346,,707,,15375,,696,,15375,,696,,14851,,732,,524,,220,,0,,29,,8971,,657,,8600000US76401,ZCTA5 76401,48,76401
436,,101,,213,,73,,213,,73,,211,,73,,2,,3,,0,,14,,223,,71,,8600000US76435,ZCTA5 76435,48,76435
778,,118,,452,,98,,452,,98,,447,,96,,5,,7,,0,,14,,326,,56,,8600000US76455,ZCTA5 76455,48,76455
1404,,385,,885,,245,,885,,245,,873,,244,,12,,17,,0,,14,,519,,237,,8600000US76472,ZCTA5 76472,48,76472
769,,177,,219,,83,,219,,83,,201,,78,,18,,21,,0,,14,,550,,138,,8600000US76484,ZCTA5 76484,48,76484
10897,,504,,7491,,419,,7491,,419,,7291,,424,,200,,126,,0,,21,,3406,,356,,8600000US76022,ZCTA5 76022,48,76022
4386,,525,,2539,,365,,2539,,365,,2398,,370,,141,,87,,0,,19,,1847,,333,,8600000US76073,ZCTA5 76073,48,76073
6551,,512,,4646,,415,,4639,,416,,4571,,414,,68,,39,,7,,10,,1905,,252,,8600000US76655,ZCTA5 76655,48,76655
1591,,301,,276,,130,,276,,130,,242,,129,,34,,34,,0,,14,,1315,,262,,8600000US76798,ZCTA5 76798,48,76798
103,,71,,27,,29,,27,,29,,13,,18,,14,,22,,0,,14,,76,,52,,8600000US76885,ZCTA5 76885,48,76885
24762,,1141,,14935,,911,,14703,,913,,13966,,879,,737,,273,,232,,124,,9827,,781,,8600000US76903,ZCTA5 76903,48,76903
453,,133,,303,,116,,303,,116,,298,,115,,5,,9,,0,,14,,150,,41,,8600000US76379,ZCTA5 76379,48,76379
706,,315,,379,,215,,379,,215,,379,,215,,0,,14,,0,,14,,327,,205,,8600000US76070,ZCTA5 76070,48,76070
17740,,629,,12027,,562,,12020,,560,,11513,,532,,507,,163,,7,,11,,5713,,377,,8600000US76126,ZCTA5 76126,48,76126
15696,,1437,,10473,,1278,,10473,,1278,,10169,,1311,,304,,206,,0,,21,,5223,,752,,8600000US77384,ZCTA5 77384,48,77384
9451,,652,,6231,,473,,6231,,473,,5942,,480,,289,,146,,0,,21,,3220,,459,,8600000US77423,ZCTA5 77423,48,77423
12456,,434,,7548,,459,,7530,,453,,6670,,445,,860,,288,,18,,29,,4908,,467,,8600000US77568,ZCTA5 77568,48,77568
4077,,512,,2019,,385,,2019,,385,,1894,,351,,125,,99,,0,,19,,2058,,318,,8600000US77514,ZCTA5 77514,48,77514
66222,,1394,,46523,,1333,,46397,,1335,,44297,,1301,,2100,,482,,126,,100,,19699,,1220,,8600000US77573,ZCTA5 77573,48,77573
788,,265,,401,,147,,401,,147,,328,,139,,73,,63,,0,,14,,387,,165,,8600000US77585,ZCTA5 77585,48,77585
902,,246,,407,,135,,407,,135,,398,,134,,9,,12,,0,,14,,495,,142,,8600000US77613,ZCTA5 77613,48,77613
806,,295,,531,,246,,531,,246,,450,,187,,81,,73,,0,,14,,275,,107,,8600000US77615,ZCTA5 77615,48,77615
17106,,743,,11018,,546,,10994,,549,,10750,,549,,244,,145,,24,,28,,6088,,590,,8600000US77627,ZCTA5 77627,48,77627
22501,,828,,13693,,836,,13674,,835,,12752,,793,,922,,215,,19,,22,,8808,,576,,8600000US77630,ZCTA5 77630,48,77630
797,,407,,199,,144,,199,,144,,199,,144,,0,,14,,0,,14,,598,,339,,8600000US77663,ZCTA5 77663,48,77663
14184,,768,,8923,,757,,8923,,757,,8638,,779,,285,,165,,0,,21,,5261,,554,,8600000US77707,ZCTA5 77707,48,77707
11975,,876,,7818,,620,,7791,,618,,7262,,569,,529,,216,,27,,47,,4157,,492,,8600000US77801,ZCTA5 77801,48,77801
171,,182,,135,,165,,135,,165,,81,,88,,54,,85,,0,,14,,36,,53,,8600000US77443,ZCTA5 77443,48,77443
8320,,589,,6543,,407,,6543,,407,,6108,,393,,435,,199,,0,,19,,1777,,367,,8600000US77003,ZCTA5 77003,48,77003
28509,,724,,13772,,759,,13770,,759,,12798,,771,,972,,231,,2,,3,,14737,,824,,8600000US77351,ZCTA5 77351,48,77351
10293,,860,,6559,,742,,6538,,738,,6020,,701,,518,,176,,21,,25,,3734,,498,,8600000US77372,ZCTA5 77372,48,77372
1500,,140,,834,,95,,834,,95,,801,,94,,33,,25,,0,,14,,666,,131,,8600000US75479,ZCTA5 75479,48,75479
1820,,326,,983,,289,,983,,289,,941,,253,,42,,62,,0,,14,,837,,191,,8600000US75486,ZCTA5 75486,48,75486
3012,,417,,1718,,289,,1718,,289,,1594,,284,,124,,65,,0,,14,,1294,,208,,8600000US75496,ZCTA5 75496,48,75496
652,,189,,316,,154,,316,,154,,277,,127,,39,,44,,0,,14,,336,,97,,8600000US75550,ZCTA5 75550,48,75550
911,,244,,575,,202,,575,,202,,519,,192,,56,,53,,0,,14,,336,,118,,8600000US75560,ZCTA5 75560,48,75560
1331,,212,,700,,171,,700,,171,,686,,170,,14,,17,,0,,14,,631,,146,,8600000US75574,ZCTA5 75574,48,75574
2417,,256,,1417,,216,,1417,,216,,1327,,190,,90,,72,,0,,14,,1000,,162,,8600000US75631,ZCTA5 75631,48,75631
29569,,952,,20588,,786,,20563,,786,,19713,,821,,850,,287,,25,,27,,8981,,530,,8600000US75077,ZCTA5 75077,48,75077
2399,,310,,1558,,252,,1558,,252,,1558,,252,,0,,14,,0,,14,,841,,247,,8600000US75569,ZCTA5 75569,48,75569
97,,90,,26,,23,,26,,23,,26,,23,,0,,14,,0,,14,,71,,90,,8600000US75573,ZCTA5 75573,48,75573
3929,,408,,1981,,312,,1981,,312,,1774,,298,,207,,112,,0,,14,,1948,,275,,8600000US75966,ZCTA5 75966,48,75966
1738,,285,,921,,162,,921,,162,,902,,158,,19,,15,,0,,14,,817,,187,,8600000US75643,ZCTA5 75643,48,75643
1845,,257,,954,,164,,949,,164,,880,,170,,69,,49,,5,,9,,891,,153,,8600000US75681,ZCTA5 75681,48,75681
2972,,499,,1490,,327,,1490,,327,,1415,,326,,75,,51,,0,,14,,1482,,292,,8600000US75683,ZCTA5 75683,48,75683
3140,,438,,1913,,392,,1913,,392,,1871,,374,,42,,67,,0,,14,,1227,,231,,8600000US75691,ZCTA5 75691,48,75691
9223,,522,,3956,,403,,3956,,403,,3610,,395,,346,,164,,0,,21,,5267,,415,,8600000US75785,ZCTA5 75785,48,75785
10574,,700,,7035,,678,,7035,,678,,6642,,650,,393,,234,,0,,21,,3539,,539,,8600000US75791,ZCTA5 75791,48,75791
2404,,330,,1160,,243,,1160,,243,,1142,,243,,18,,15,,0,,14,,1244,,218,,8600000US75833,ZCTA5 75833,48,75833
8860,,324,,4519,,378,,4519,,378,,4436,,391,,83,,58,,0,,21,,4341,,333,,8600000US75835,ZCTA5 75835,48,75835
8711,,514,,841,,244,,841,,244,,827,,244,,14,,17,,0,,19,,7870,,446,,8600000US75861,ZCTA5 75861,48,75861
3026,,341,,1550,,258,,1550,,258,,1458,,258,,92,,66,,0,,14,,1476,,236,,8600000US75925,ZCTA5 75925,48,75925
880,,182,,465,,121,,465,,121,,413,,112,,52,,29,,0,,14,,415,,117,,8600000US75936,ZCTA5 75936,48,75936
1068,,275,,680,,183,,680,,183,,635,,181,,45,,38,,0,,14,,388,,146,,8600000US75943,ZCTA5 75943,48,75943
23,,36,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,23,,36,,8600000US75788,ZCTA5 75788,48,75788
526,,193,,255,,115,,255,,115,,255,,115,,0,,14,,0,,14,,271,,102,,8600000US75838,ZCTA5 75838,48,75838
1466,,242,,650,,158,,650,,158,,645,,159,,5,,6,,0,,14,,816,,174,,8600000US75847,ZCTA5 75847,48,75847
3803,,418,,494,,97,,494,,97,,464,,94,,30,,22,,0,,14,,3309,,426,,8600000US75852,ZCTA5 75852,48,75852
8271,,344,,3571,,374,,3571,,374,,3263,,366,,308,,125,,0,,21,,4700,,350,,8600000US75862,ZCTA5 75862,48,75862
947,,172,,467,,140,,467,,140,,449,,137,,18,,24,,0,,14,,480,,114,,8600000US75926,ZCTA5 75926,48,75926
4115,,452,,2498,,306,,2498,,306,,2184,,305,,314,,144,,0,,19,,1617,,260,,8600000US75939,ZCTA5 75939,48,75939
2926,,421,,1465,,271,,1465,,271,,1329,,250,,136,,78,,0,,14,,1461,,285,,8600000US75946,ZCTA5 75946,48,75946
1335,,273,,569,,162,,569,,162,,478,,152,,91,,61,,0,,14,,766,,178,,8600000US75968,ZCTA5 75968,48,75968
37560,,1104,,26964,,966,,26964,,966,,25717,,922,,1247,,245,,0,,29,,10596,,602,,8600000US75062,ZCTA5 75062,48,75062
30045,,1134,,18945,,1050,,18933,,1050,,18318,,1001,,615,,188,,12,,18,,11100,,820,,8600000US75069,ZCTA5 75069,48,75069
41540,,1076,,30939,,1057,,30930,,1057,,29622,,1039,,1308,,409,,9,,14,,10601,,768,,8600000US75098,ZCTA5 75098,48,75098
147,,105,,69,,67,,69,,67,,69,,67,,0,,14,,0,,14,,78,,46,,8600000US75105,ZCTA5 75105,48,75105
4594,,267,,1530,,234,,1530,,234,,1407,,210,,123,,87,,0,,19,,3064,,215,,8600000US75141,ZCTA5 75141,48,75141
5446,,539,,3232,,437,,3232,,437,,2932,,488,,300,,184,,0,,19,,2214,,351,,8600000US75147,ZCTA5 75147,48,75147
30720,,1002,,21040,,938,,21032,,938,,19990,,929,,1042,,287,,8,,15,,9680,,656,,8600000US75154,ZCTA5 75154,48,75154
3296,,347,,1800,,231,,1800,,231,,1758,,230,,42,,52,,0,,14,,1496,,208,,8600000US75158,ZCTA5 75158,48,75158
11153,,759,,7579,,650,,7562,,653,,7124,,646,,438,,151,,17,,19,,3574,,378,,8600000US75223,ZCTA5 75223,48,75223
16813,,589,,9664,,512,,9664,,512,,9373,,489,,291,,110,,0,,25,,7149,,455,,8600000US75225,ZCTA5 75225,48,75225
25303,,710,,18435,,738,,18427,,739,,17916,,724,,511,,157,,8,,13,,6868,,439,,8600000US75229,ZCTA5 75229,48,75229
15351,,962,,10779,,824,,10779,,824,,10088,,847,,691,,235,,0,,21,,4572,,697,,8600000US75235,ZCTA5 75235,48,75235
23752,,1326,,12147,,1131,,12147,,1131,,11355,,1140,,792,,251,,0,,29,,11605,,1112,,8600000US75241,ZCTA5 75241,48,75241
11117,,593,,8503,,537,,8503,,537,,8295,,556,,208,,86,,0,,21,,2614,,283,,8600000US75244,ZCTA5 75244,48,75244
206,,114,,87,,57,,87,,57,,87,,57,,0,,14,,0,,14,,119,,94,,8600000US75415,ZCTA5 75415,48,75415
607,,133,,333,,83,,333,,83,,315,,77,,18,,15,,0,,14,,274,,84,,8600000US76251,ZCTA5 76251,48,76251
165,,89,,69,,39,,69,,39,,58,,35,,11,,13,,0,,14,,96,,65,,8600000US76268,ZCTA5 76268,48,76268
8214,,825,,7356,,851,,1849,,357,,1833,,358,,16,,17,,5507,,777,,858,,236,,8600000US76311,ZCTA5 76311,48,76311
122,,50,,83,,45,,83,,45,,72,,40,,11,,13,,0,,14,,39,,16,,8600000US76364,ZCTA5 76364,48,76364
1548,,200,,924,,174,,924,,174,,887,,176,,37,,30,,0,,14,,624,,108,,8600000US76366,ZCTA5 76366,48,76366
9549,,799,,5962,,666,,5947,,664,,5480,,651,,467,,214,,15,,22,,3587,,366,,8600000US76088,ZCTA5 76088,48,76088
12067,,826,,7205,,637,,7205,,637,,6705,,630,,500,,188,,0,,21,,4862,,454,,8600000US76103,ZCTA5 76103,48,76103
37150,,1548,,21070,,1063,,21070,,1063,,19558,,1005,,1512,,274,,0,,32,,16080,,1058,,8600000US76119,ZCTA5 76119,48,76119
1904,,284,,445,,178,,102,,68,,102,,68,,0,,14,,343,,179,,1459,,210,,8600000US76127,ZCTA5 76127,48,76127
399,,107,,274,,88,,274,,88,,249,,77,,25,,22,,0,,14,,125,,42,,8600000US76357,ZCTA5 76357,48,76357
291,,116,,175,,92,,175,,92,,160,,86,,15,,22,,0,,14,,116,,50,,8600000US76238,ZCTA5 76238,48,76238
10238,,691,,7138,,499,,7138,,499,,6642,,487,,496,,223,,0,,21,,3100,,534,,8600000US76247,ZCTA5 76247,48,76247
1138,,176,,685,,152,,685,,152,,647,,144,,38,,33,,0,,14,,453,,84,,8600000US76265,ZCTA5 76265,48,76265
10250,,639,,5703,,596,,5703,,596,,5398,,576,,305,,133,,0,,21,,4547,,425,,8600000US76426,ZCTA5 76426,48,76426
4775,,492,,2659,,363,,2659,,363,,2618,,361,,41,,51,,0,,19,,2116,,331,,8600000US76437,ZCTA5 76437,48,76437
782,,188,,453,,119,,437,,117,,423,,115,,14,,13,,16,,21,,329,,100,,8600000US76538,ZCTA5 76538,48,76538
19275,,1195,,16454,,1089,,3695,,322,,3219,,330,,476,,108,,12759,,1149,,2821,,355,,8600000US76544,ZCTA5 76544,48,76544
1987,,290,,1248,,212,,1248,,212,,1236,,210,,12,,19,,0,,14,,739,,167,,8600000US76569,ZCTA5 76569,48,76569
1136,,187,,825,,170,,822,,169,,747,,163,,75,,48,,3,,5,,311,,73,,8600000US76578,ZCTA5 76578,48,76578
1550,,248,,925,,204,,925,,204,,912,,202,,13,,17,,0,,14,,625,,142,,8600000US76624,ZCTA5 76624,48,76624
1175,,210,,781,,169,,781,,169,,739,,161,,42,,28,,0,,14,,394,,89,,8600000US76627,ZCTA5 76627,48,76627
6187,,293,,3397,,274,,3397,,274,,3219,,291,,178,,116,,0,,19,,2790,,242,,8600000US76634,ZCTA5 76634,48,76634
1065,,217,,613,,144,,613,,144,,548,,134,,65,,42,,0,,14,,452,,120,,8600000US76639,ZCTA5 76639,48,76639
1095,,178,,515,,110,,515,,110,,509,,110,,6,,8,,0,,14,,580,,139,,8600000US76652,ZCTA5 76652,48,76652
115,,46,,54,,40,,54,,40,,49,,36,,5,,10,,0,,14,,61,,40,,8600000US79699,ZCTA5 79699,48,79699
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US79770,ZCTA5 79770,48,79770
4170,,647,,3162,,473,,3052,,461,,2925,,456,,127,,83,,110,,69,,1008,,407,,8600000US79911,ZCTA5 79911,48,79911
2979,,393,,2845,,397,,39,,43,,39,,43,,0,,14,,2806,,398,,134,,52,,8600000US79916,ZCTA5 79916,48,79916
8,,7,,8,,7,,0,,14,,0,,14,,0,,14,,8,,7,,0,,14,,8600000US79920,ZCTA5 79920,48,79920
40199,,1897,,26846,,1415,,26517,,1439,,24895,,1375,,1622,,399,,329,,131,,13353,,1091,,8600000US79928,ZCTA5 79928,48,79928
30,,46,,30,,46,,30,,46,,30,,46,,0,,14,,0,,14,,0,,14,,8600000US79942,ZCTA5 79942,48,79942
1443,,228,,977,,168,,973,,168,,924,,161,,49,,39,,4,,6,,466,,103,,8600000US79040,ZCTA5 79040,48,79040
240,,83,,154,,63,,154,,63,,154,,63,,0,,14,,0,,14,,86,,45,,8600000US79018,ZCTA5 79018,48,79018
1021,,218,,727,,162,,718,,158,,707,,157,,11,,13,,9,,15,,294,,91,,8600000US79744,ZCTA5 79744,48,79744
45,,50,,14,,25,,14,,25,,14,,25,,0,,14,,0,,14,,31,,40,,8600000US79846,ZCTA5 79846,48,79846
996,,274,,745,,228,,745,,228,,665,,196,,80,,114,,0,,14,,251,,86,,8600000US79718,ZCTA5 79718,48,79718
196,,68,,160,,57,,160,,57,,152,,55,,8,,10,,0,,14,,36,,25,,8600000US79834,ZCTA5 79834,48,79834
283,,81,,181,,58,,181,,58,,178,,57,,3,,7,,0,,14,,102,,43,,8600000US79061,ZCTA5 79061,48,79061
2029,,124,,1298,,169,,1298,,169,,1170,,159,,128,,55,,0,,14,,731,,163,,8600000US79095,ZCTA5 79095,48,79095
30961,,1171,,19652,,1063,,18669,,1048,,17406,,1105,,1263,,400,,983,,263,,11309,,815,,8600000US79925,ZCTA5 79925,48,79925
1953,,282,,1082,,224,,1074,,219,,1060,,219,,14,,18,,8,,18,,871,,169,,8600000US79525,ZCTA5 79525,48,79525
458,,74,,237,,51,,237,,51,,226,,49,,11,,11,,0,,14,,221,,67,,8600000US79528,ZCTA5 79528,48,79528
337,,119,,193,,96,,193,,96,,190,,95,,3,,5,,0,,14,,144,,52,,8600000US79533,ZCTA5 79533,48,79533
202,,66,,107,,46,,107,,46,,83,,34,,24,,24,,0,,14,,95,,45,,8600000US79539,ZCTA5 79539,48,79539
960,,139,,528,,101,,528,,101,,508,,98,,20,,21,,0,,14,,432,,77,,8600000US79543,ZCTA5 79543,48,79543
1395,,148,,855,,113,,855,,113,,787,,100,,68,,45,,0,,14,,540,,110,,8600000US79545,ZCTA5 79545,48,79545
12313,,255,,6701,,325,,6701,,325,,6421,,377,,280,,142,,0,,21,,5612,,389,,8600000US79549,ZCTA5 79549,48,79549
9848,,185,,5837,,279,,5837,,279,,5453,,298,,384,,153,,0,,21,,4011,,305,,8600000US79556,ZCTA5 79556,48,79556
2648,,394,,1731,,290,,1710,,290,,1707,,290,,3,,4,,21,,31,,917,,228,,8600000US79562,ZCTA5 79562,48,79562
206,,82,,79,,58,,79,,58,,79,,58,,0,,14,,0,,14,,127,,61,,8600000US79566,ZCTA5 79566,48,79566
13071,,233,,8484,,366,,8484,,366,,8167,,374,,317,,141,,0,,21,,4587,,396,,8600000US79714,ZCTA5 79714,48,79714
171,,78,,69,,35,,69,,35,,65,,34,,4,,6,,0,,14,,102,,56,,8600000US79741,ZCTA5 79741,48,79741
27294,,1103,,17378,,981,,17378,,981,,16588,,968,,790,,265,,0,,29,,9916,,783,,8600000US79763,ZCTA5 79763,48,79763
170,,104,,96,,51,,96,,51,,96,,51,,0,,14,,0,,14,,74,,61,,8600000US79777,ZCTA5 79777,48,79777
436,,232,,225,,187,,225,,187,,193,,161,,32,,51,,0,,14,,211,,111,,8600000US77374,ZCTA5 77374,48,77374
41705,,1631,,29466,,1430,,29421,,1439,,27682,,1450,,1739,,545,,45,,75,,12239,,1126,,8600000US77375,ZCTA5 77375,48,77375
550,,272,,91,,88,,91,,88,,91,,88,,0,,14,,0,,14,,459,,220,,8600000US77376,ZCTA5 77376,48,77376
18595,,626,,10672,,484,,10635,,484,,9972,,451,,663,,245,,37,,62,,7923,,528,,8600000US77414,ZCTA5 77414,48,77414
47,,75,,29,,46,,29,,46,,29,,46,,0,,14,,0,,14,,18,,30,,8600000US77415,ZCTA5 77415,48,77415
8654,,519,,4873,,406,,4873,,406,,4459,,428,,414,,189,,0,,21,,3781,,424,,8600000US77418,ZCTA5 77418,48,77418
27,,42,,27,,42,,27,,42,,27,,42,,0,,14,,0,,14,,0,,14,,8600000US77440,ZCTA5 77440,48,77440
9637,,550,,6038,,538,,6038,,538,,5697,,520,,341,,161,,0,,21,,3599,,418,,8600000US77808,ZCTA5 77808,48,77808
2773,,822,,1405,,408,,1405,,408,,1346,,390,,59,,49,,0,,14,,1368,,535,,8600000US75661,ZCTA5 75661,48,75661
1821,,344,,923,,221,,923,,221,,821,,206,,102,,58,,0,,14,,898,,216,,8600000US75668,ZCTA5 75668,48,75668
632,,170,,293,,116,,293,,116,,293,,116,,0,,14,,0,,14,,339,,142,,8600000US75669,ZCTA5 75669,48,75669
5516,,345,,3884,,415,,3884,,415,,3712,,400,,172,,112,,0,,19,,1632,,294,,8600000US75693,ZCTA5 75693,48,75693
33899,,1345,,22423,,1100,,22392,,1095,,21440,,1061,,952,,335,,31,,38,,11476,,949,,8600000US75703,ZCTA5 75703,48,75703
2190,,518,,1340,,393,,1340,,393,,1184,,374,,156,,155,,0,,14,,850,,272,,8600000US75705,ZCTA5 75705,48,75705
11250,,844,,6995,,744,,6995,,744,,6774,,732,,221,,117,,0,,21,,4255,,498,,8600000US75707,ZCTA5 75707,48,75707
7363,,644,,3698,,498,,3684,,499,,3462,,525,,222,,133,,14,,16,,3665,,402,,8600000US75758,ZCTA5 75758,48,75758
3302,,420,,1664,,253,,1664,,253,,1548,,240,,116,,71,,0,,14,,1638,,275,,8600000US75472,ZCTA5 75472,48,75472
4014,,408,,2614,,318,,2614,,318,,2510,,302,,104,,51,,0,,19,,1400,,194,,8600000US75491,ZCTA5 75491,48,75491
28025,,1019,,14557,,922,,14547,,924,,13621,,926,,926,,255,,10,,16,,13468,,793,,8600000US75501,ZCTA5 75501,48,75501
2429,,359,,1397,,246,,1397,,246,,1332,,248,,65,,52,,0,,14,,1032,,205,,8600000US75571,ZCTA5 75571,48,75571
4742,,467,,2786,,363,,2786,,363,,2678,,362,,108,,76,,0,,19,,1956,,333,,8600000US75603,ZCTA5 75603,48,75603
13507,,631,,5451,,545,,5451,,545,,5020,,495,,431,,176,,0,,21,,8056,,435,,8600000US75652,ZCTA5 75652,48,75652
10125,,361,,5789,,330,,5789,,330,,5397,,355,,392,,152,,0,,21,,4336,,350,,8600000US75686,ZCTA5 75686,48,75686
7791,,981,,4594,,676,,4594,,676,,4442,,683,,152,,130,,0,,21,,3197,,602,,8600000US75706,ZCTA5 75706,48,75706
20207,,645,,11523,,612,,11523,,612,,10846,,627,,677,,225,,0,,25,,8684,,629,,8600000US75766,ZCTA5 75766,48,75766
5963,,556,,3540,,441,,3540,,441,,3161,,393,,379,,124,,0,,19,,2423,,303,,8600000US75789,ZCTA5 75789,48,75789
2430,,312,,1209,,234,,1209,,234,,1149,,231,,60,,37,,0,,14,,1221,,194,,8600000US75845,ZCTA5 75845,48,75845
665,,258,,259,,152,,259,,152,,223,,145,,36,,38,,0,,14,,406,,228,,8600000US75850,ZCTA5 75850,48,75850
2521,,372,,1047,,205,,1047,,205,,953,,183,,94,,66,,0,,14,,1474,,295,,8600000US75855,ZCTA5 75855,48,75855
1518,,341,,735,,230,,735,,230,,686,,211,,49,,39,,0,,14,,783,,190,,8600000US75930,ZCTA5 75930,48,75930
990,,208,,430,,120,,430,,120,,401,,113,,29,,24,,0,,14,,560,,121,,8600000US75944,ZCTA5 75944,48,75944
14148,,735,,8741,,570,,8741,,570,,7980,,579,,761,,299,,0,,21,,5407,,508,,8600000US75964,ZCTA5 75964,48,75964
265,,114,,106,,81,,106,,81,,88,,65,,18,,30,,0,,14,,159,,72,,8600000US75977,ZCTA5 75977,48,75977
1810,,274,,773,,171,,773,,171,,722,,166,,51,,31,,0,,14,,1037,,210,,8600000US75980,ZCTA5 75980,48,75980
